
Freq,          Trans,        Phase,         Return,       Delay,       VSWR,         Zin,           Zangle,
 Hz:            dB:          degrees:        dB:          secs:        v/v:          ohms:          degrees:

2113.489      -6.998861E-02 -1.306245E-02 -41.91084     1.716809E-08  1.01618       50.80902      -2.087711E-04 
2137.962      -6.998862E-02 -.0132137     -41.91084     1.716809E-08  1.01618       50.80902      -2.111885E-04 
2162.719      -6.998862E-02 -1.336671E-02 -41.91084     1.716809E-08  1.01618       50.80902      -2.136339E-04 
2187.762      -6.998862E-02 -1.352149E-02 -41.91084     1.716809E-08  1.01618       50.80902      -2.161077E-04 
2213.095      -6.998863E-02 -1.367806E-02 -41.91084     1.716809E-08  1.01618       50.80902      -2.186101E-04 
2238.721      -6.998864E-02 -1.383645E-02 -41.91084     1.716809E-08  1.01618       50.80902      -2.211415E-04 
2264.644      -6.998865E-02 -1.399666E-02 -41.91084     1.716809E-08  1.01618       50.80902      -2.237021E-04 
2290.868      -6.998865E-02 -1.415874E-02 -41.91084     1.716809E-08  1.01618       50.80902      -2.262925E-04 
2317.395      -6.998865E-02 -1.432269E-02 -41.91084     1.716809E-08  1.01618       50.80902      -2.289128E-04 
2344.229      -6.998866E-02 -1.448854E-02 -41.91084     1.716809E-08  1.01618       50.80902      -2.315634E-04 
2371.374      -6.998867E-02 -1.465631E-02 -41.91084     1.716809E-08  1.01618       50.80902      -2.342448E-04 
2398.833      -6.998868E-02 -1.482602E-02 -41.91084     1.716809E-08  1.01618       50.80902      -2.369572E-04 
2426.61       -6.998868E-02 -.0149977     -41.91084     1.716809E-08  1.01618       50.80902      -2.39701E-04  
2454.709      -6.998869E-02 -1.517136E-02 -41.91084     1.716809E-08  1.01618       50.80902      -2.424766E-04 
2483.133      -.0699887     -1.534704E-02 -41.91084     1.716809E-08  1.01618       50.80902      -2.452843E-04 
2511.886      -.0699887     -1.552475E-02 -41.91085     1.716809E-08  1.01618       50.80902      -2.481246E-04 
2540.973      -6.998871E-02 -1.570451E-02 -41.91085     1.716809E-08  1.01618       50.80902      -2.509977E-04 
2570.396      -6.998871E-02 -1.588636E-02 -41.91085     1.716809E-08  1.01618       50.80902      -2.539041E-04 
2600.16       -6.998872E-02 -1.607032E-02 -41.91085     1.716809E-08  1.01618       50.80902      -2.568441E-04 
2630.268      -6.998873E-02 -1.625641E-02 -41.91085     1.716809E-08  1.01618       50.80902      -2.598182E-04 
2660.725      -6.998874E-02 -1.644465E-02 -41.91085     1.716809E-08  1.01618       50.80902      -2.628267E-04 
2691.535      -6.998874E-02 -1.663507E-02 -41.91085     1.716809E-08  1.01618       50.80902      -2.658701E-04 
2722.701      -6.998875E-02 -1.682769E-02 -41.91085     1.716809E-08  1.01618       50.80902      -2.689487E-04 
2754.229      -6.998876E-02 -1.702255E-02 -41.91085     1.716809E-08  1.01618       50.80902      -2.72063E-04  
2786.121      -6.998876E-02 -1.721966E-02 -41.91085     1.716809E-08  1.01618       50.80901      -2.752132E-04 
2818.383      -6.998877E-02 -1.741905E-02 -41.91085     1.716809E-08  1.01618       50.80901      -.0002784     
2851.018      -6.998878E-02 -1.762076E-02 -41.91085     1.716809E-08  1.01618       50.80901      -2.816237E-04 
2884.031      -6.998879E-02 -.0178248     -41.91085     1.716809E-08  1.01618       50.80901      -2.848847E-04 
2917.427      -6.998879E-02 -.0180312     -41.91086     1.716809E-08  1.01618       50.80901      -2.881835E-04 
2951.209      -.0699888     -1.823999E-02 -41.91086     1.716809E-08  1.01618       50.80901      -2.915205E-04 
2985.383      -6.998881E-02 -.0184512     -41.91086     1.716809E-08  1.01618       50.80901      -2.948961E-04 
3019.952      -6.998882E-02 -1.866485E-02 -41.91086     1.716809E-08  1.01618       50.80901      -2.983108E-04 
3054.921      -6.998883E-02 -1.888098E-02 -41.91086     1.716809E-08  1.01618       50.80901      -3.01765E-04  
3090.295      -6.998884E-02 -1.909961E-02 -41.91086     1.716809E-08  1.01618       50.80901      -3.052593E-04 
3126.079      -6.998885E-02 -1.932077E-02 -41.91086     1.716809E-08  1.01618       50.80901      -3.08794E-04  
3162.278      -6.998885E-02 -.0195445     -41.91087     1.716809E-08  1.01618       50.80901      -3.123696E-04 
3198.895      -6.998886E-02 -1.977081E-02 -41.91087     1.716809E-08  1.01618       50.80901      -3.159866E-04 
3235.937      -6.998887E-02 -1.999975E-02 -41.91087     1.716809E-08  1.01618       50.80901      -3.196456E-04 
3273.407      -6.998888E-02 -2.023133E-02 -41.91087     1.716809E-08  1.01618       50.80901      -3.233468E-04 
3311.311      -6.998889E-02 -.0204656     -41.91087     1.716809E-08  1.01618       50.80901      -3.27091E-04  
3349.654      -.0699889     -2.070258E-02 -41.91087     1.716809E-08  1.01618       50.80901      -3.308785E-04 
3388.442      -6.998891E-02 -2.094231E-02 -41.91087     1.716809E-08  1.01618       50.80901      -3.347098E-04 
3427.678      -6.998891E-02 -2.118481E-02 -41.91087     1.716809E-08  1.01618       50.80901      -3.385856E-04 
3467.368      -6.998893E-02 -2.143012E-02 -41.91087     1.716809E-08  1.01618       50.80901      -3.425061E-04 
3507.519      -6.998894E-02 -2.167827E-02 -41.91087     1.716809E-08  1.01618       50.80901      -3.464721E-04 
3548.134      -6.998894E-02 -2.192929E-02 -41.91088     1.716809E-08  1.01618       50.80901      -3.50484E-04  
3589.219      -6.998896E-02 -2.218322E-02 -41.91088     1.716809E-08  1.01618       50.80901      -3.545424E-04 
3630.781      -6.998897E-02 -2.244009E-02 -41.91088     1.716809E-08  1.01618       50.80901      -3.586477E-04 
3672.823      -6.998897E-02 -2.269993E-02 -41.91088     1.716809E-08  1.01618       50.80901      -3.628006E-04 
3715.352      -6.998899E-02 -2.296278E-02 -41.91088     1.716809E-08  1.01618       50.80901      -3.670016E-04 
3758.374      -.069989      -2.322868E-02 -41.91088     1.716809E-08  1.01618       50.80901      -3.712512E-04 
3801.894      -.069989      -2.349766E-02 -41.91088     1.716809E-08  1.01618       50.80901      -3.755501E-04 
3845.918      -6.998902E-02 -2.376975E-02 -41.91088     1.716809E-08  1.01618       50.80901      -3.798987E-04 
3890.451      -6.998903E-02 -2.404499E-02 -41.91088     1.716809E-08  1.01618       50.80901      -3.842976E-04 
3935.501      -6.998904E-02 -2.432342E-02 -41.91089     1.716809E-08  1.01618       50.80901      -3.887475E-04 
3981.072      -6.998905E-02 -2.460507E-02 -41.91089     1.716809E-08  1.01618       50.80901      -3.932489E-04 
4027.17       -6.998906E-02 -2.488998E-02 -41.91089     1.716809E-08  1.01618       50.80901      -3.978025E-04 
4073.803      -6.998907E-02 -2.517819E-02 -41.91089     1.716809E-08  1.01618       50.80901      -4.024088E-04 
4120.975      -6.998908E-02 -2.546974E-02 -41.91089     1.716809E-08  1.01618       50.80901      -4.070684E-04 
4168.694      -6.998909E-02 -2.576467E-02 -41.91089     1.716809E-08  1.01618       50.80901      -4.117819E-04 
4216.965      -6.998911E-02 -2.606301E-02 -41.9109      1.716809E-08  1.01618       50.80901      -4.165501E-04 
4265.795      -6.998911E-02 -2.636481E-02 -41.9109      1.716809E-08  1.01618       50.80901      -4.213735E-04 
4315.191      -6.998913E-02 -2.667009E-02 -41.9109      1.716809E-08  1.01618       50.80901      -4.262527E-04 
4365.158      -6.998914E-02 -2.697892E-02 -41.9109      1.716809E-08  1.01618       50.80901      -4.311883E-04 
4415.705      -6.998915E-02 -2.729132E-02 -41.9109      1.716809E-08  1.01618       50.80901      -4.361812E-04 
4466.836      -6.998916E-02 -2.760734E-02 -41.9109      1.716809E-08  1.01618       50.80901      -4.412319E-04 
4518.56       -6.998917E-02 -2.792702E-02 -41.9109      1.716809E-08  1.01618       50.80901      -4.46341E-04  
4570.882      -6.998919E-02 -.0282504     -41.9109      1.716809E-08  1.01618       50.80901      -4.515093E-04 
4623.81       -.0699892     -2.857752E-02 -41.91091     1.716809E-08  1.01618       50.80901      -4.567374E-04 
4677.352      -6.998921E-02 -2.890843E-02 -41.91091     1.716809E-08  1.01618       50.80901      -4.620262E-04 
4731.513      -6.998923E-02 -2.924318E-02 -41.91091     1.716809E-08  1.01618       50.80901      -4.673761E-04 
4786.301      -6.998924E-02 -2.958179E-02 -41.91091     1.716809E-08  1.01618       50.80901      -4.727879E-04 
4841.724      -6.998925E-02 -2.992434E-02 -41.91091     1.716809E-08  1.01618       50.80901      -4.782625E-04 
4897.788      -6.998926E-02 -3.027084E-02 -41.91092     1.716809E-08  1.01618       50.80901      -4.838004E-04 
4954.502      -6.998928E-02 -3.062136E-02 -41.91092     1.716809E-08  1.01618       50.80901      -4.894024E-04 
5011.873      -6.998929E-02 -3.097595E-02 -41.91092     1.716809E-08  1.01618       50.80901      -4.950694E-04 
5069.907      -6.998931E-02 -3.133463E-02 -41.91092     1.716809E-08  1.01618       50.80901      -5.008019E-04 
5128.614      -6.998932E-02 -3.169747E-02 -41.91092     1.716809E-08  1.01618       50.80901      -5.066008E-04 
5188          -6.998933E-02 -.0320645     -41.91092     1.716809E-08  1.01618       50.80901      -5.124669E-04 
5248.075      -6.998935E-02 -3.243579E-02 -41.91093     1.716809E-08  1.01618       50.80901      -5.184009E-04 
5308.844      -6.998936E-02 -3.281138E-02 -41.91093     1.716809E-08  1.01618       50.80901      -5.244035E-04 
5370.318      -6.998938E-02 -3.319132E-02 -41.91093     1.716809E-08  1.01618       50.80901      -5.304757E-04 
5432.503      -6.998939E-02 -3.357566E-02 -41.91093     1.716809E-08  1.01618       50.80901      -5.366182E-04 
5495.409      -6.998941E-02 -3.396445E-02 -41.91093     1.716809E-08  1.01618       50.80901      -5.428318E-04 
5559.042      -6.998942E-02 -3.435773E-02 -41.91093     1.716809E-08  1.01618       50.80901      -5.491175E-04 
5623.413      -6.998944E-02 -3.475558E-02 -41.91093     1.716809E-08  1.01618       50.80901      -5.554758E-04 
5688.529      -6.998945E-02 -3.515803E-02 -41.91094     1.716809E-08  1.01618       50.80901      -5.619078E-04 
5754.399      -6.998947E-02 -3.556514E-02 -41.91094     1.716809E-08  1.01618       50.80901      -5.684142E-04 
5821.032      -6.998948E-02 -3.597696E-02 -41.91094     1.716809E-08  1.01618       50.80901      -5.749961E-04 
5888.437      -.0699895     -3.639356E-02 -41.91095     1.716809E-08  1.01618       50.80901      -5.81654E-04  
5956.622      -6.998952E-02 -3.681498E-02 -41.91095     1.716809E-08  1.01618       50.80901      -5.883892E-04 
6025.596      -6.998953E-02 -3.724127E-02 -41.91095     1.716809E-08  1.01618       50.80901      -5.952022E-04 
6095.369      -6.998955E-02 -3.767251E-02 -41.91095     1.716809E-08  1.01618       50.80901      -6.020942E-04 
6165.95       -6.998956E-02 -3.810874E-02 -41.91095     1.716809E-08  1.01618       50.80901      -6.09066E-04  
6237.348      -6.998958E-02 -3.855001E-02 -41.91095     1.716809E-08  1.01618       50.80901      -6.161184E-04 
6309.573      -.0699896     -.0389964     -41.91096     1.716809E-08  1.01618       50.80901      -6.232526E-04 
6382.635      -6.998961E-02 -3.944796E-02 -41.91096     1.716809E-08  1.01618       50.80901      -6.304694E-04 
6456.542      -6.998964E-02 -3.990475E-02 -41.91096     1.716809E-08  1.01618       50.80901      -6.377698E-04 
6531.306      -6.998965E-02 -4.036682E-02 -41.91096     1.716809E-08  1.01618       50.80901      -6.451546E-04 
6606.935      -6.998967E-02 -4.083425E-02 -41.91096     1.716809E-08  1.01618       50.80901      -6.52625E-04  
6683.439      -6.998969E-02 -4.130708E-02 -41.91097     1.716809E-08  1.01618       50.80901      -6.601818E-04 
6760.83       -.0699897     -.0417854     -41.91097     1.716809E-08  1.01618       50.80901      -6.678262E-04 
6839.117      -6.998973E-02 -4.226925E-02 -41.91097     1.716809E-08  1.01618       50.80901      -6.755591E-04 
6918.31       -6.998974E-02 -.0427587     -41.91097     1.716809E-08  1.01618       50.809        -6.833815E-04 
6998.42       -6.998976E-02 -4.325383E-02 -41.91098     1.716809E-08  1.01618       50.809        -6.912945E-04 
7079.458      -6.998978E-02 -4.375469E-02 -41.91098     1.716809E-08  1.01618       50.809        -6.992992E-04 
7161.434      -.0699898     -4.426134E-02 -41.91098     1.716809E-08  1.01618       50.809        -7.073964E-04 
7244.359      -6.998982E-02 -4.477386E-02 -41.91098     1.716809E-08  1.01618       50.809        -7.155875E-04 
7328.245      -6.998984E-02 -4.529231E-02 -41.91099     1.716809E-08  1.01618       50.809        -7.238734E-04 
7413.103      -6.998986E-02 -4.581678E-02 -41.91099     1.716809E-08  1.01618       50.809        -7.322552E-04 
7498.942      -6.998988E-02 -4.634731E-02 -41.91099     1.716809E-08  1.01618       50.809        -7.407341E-04 
7585.776      -.0699899     -4.688399E-02 -41.911       1.716809E-08  1.01618       50.809        -7.493112E-04 
7673.615      -6.998992E-02 -4.742688E-02 -41.911       1.716809E-08  1.01618       50.809        -7.579876E-04 
7762.471      -6.998994E-02 -4.797605E-02 -41.911       1.716809E-08  1.01618       50.809        -7.667645E-04 
7852.356      -6.998996E-02 -4.853159E-02 -41.911       1.716809E-08  1.01618       50.809        -7.756429E-04 
7943.282      -6.998999E-02 -4.909356E-02 -41.911       1.716809E-08  1.01618       50.809        -7.846242E-04 
8035.261      -6.999001E-02 -4.966204E-02 -41.91101     1.716809E-08  1.01618       50.809        -7.937095E-04 
8128.305      -6.999003E-02 -.0502371     -41.91101     1.716809E-08  1.01618       50.809        -8.028999E-04 
8222.427      -6.999005E-02 -5.081882E-02 -41.91101     1.716809E-08  1.01618       50.809        -8.121968E-04 
8317.638      -6.999008E-02 -5.140727E-02 -41.91101     1.716809E-08  1.01618       50.809        -8.216013E-04 
8413.951      -.0699901     -5.200254E-02 -41.91102     1.716809E-08  1.01618       50.809        -8.311147E-04 
8511.381      -6.999012E-02 -.0526047     -41.91102     1.716809E-08  1.01618       50.809        -8.407384E-04 
8609.938      -6.999014E-02 -5.321383E-02 -41.91103     1.716809E-08  1.01618       50.809        -8.504733E-04 
8709.636      -6.999017E-02 -5.383002E-02 -41.91103     1.716809E-08  1.01618       50.809        -8.60321E-04  
8810.488      -6.999019E-02 -5.445334E-02 -41.91103     1.716809E-08  1.01618       50.809        -8.702828E-04 
8912.51       -6.999022E-02 -5.508389E-02 -41.91103     1.716809E-08  1.01618       50.809        -8.803599E-04 
9015.711      -6.999024E-02 -5.572172E-02 -41.91104     1.716809E-08  1.01618       50.809        -8.905536E-04 
9120.108      -6.999026E-02 -5.636695E-02 -41.91104     1.716809E-08  1.01618       50.809        -9.008655E-04 
9225.714      -6.999029E-02 -5.701965E-02 -41.91104     1.716809E-08  1.01618       50.809        -9.112966E-04 
9332.543      -6.999031E-02 -5.767991E-02 -41.91105     1.716809E-08  1.01618       50.809        -9.218486E-04 
9440.608      -6.999034E-02 -5.834781E-02 -41.91105     1.716809E-08  1.01618       50.809        -9.325228E-04 
9549.926      -6.999037E-02 -5.902344E-02 -41.91105     1.716809E-08  1.01618       50.80899      -9.433205E-04 
9660.509      -6.999039E-02 -.0597069     -41.91106     1.716809E-08  1.01618       50.80899      -9.542433E-04 
9772.372      -6.999042E-02 -6.039828E-02 -41.91106     1.716809E-08  1.01618       50.80899      -9.652926E-04 
9885.531      -6.999044E-02 -6.109766E-02 -41.91106     1.716809E-08  1.01618       50.80899      -9.764698E-04 
10000         -6.999047E-02 -6.180513E-02 -41.91106     1.716809E-08  1.01618       50.80899      -9.877763E-04 
10115.79      -.0699905     -.0625208     -41.91107     1.716809E-08  1.01618       50.80899      -9.992139E-04 
10232.93      -6.999053E-02 -6.324476E-02 -41.91107     1.716809E-08  1.01618       50.80899      -1.010784E-03 
10351.42      -6.999055E-02 -.0639771     -41.91108     1.716809E-08  1.01618       50.80899      -1.022488E-03 
10471.29      -6.999058E-02 -6.471792E-02 -41.91108     1.716809E-08  1.01618       50.80899      -1.034327E-03 
10592.54      -6.999061E-02 -6.546731E-02 -41.91108     1.716809E-08  1.01618       50.80899      -1.046304E-03 
10715.19      -6.999064E-02 -6.622539E-02 -41.91109     1.716809E-08  1.01618       50.80899      -1.058419E-03 
10839.27      -6.999067E-02 -6.699225E-02 -41.91109     1.716809E-08  1.01618       50.80899      -1.070674E-03 
10964.78      -.0699907     -6.776799E-02 -41.91109     1.716809E-08  1.01618       50.80899      -1.083072E-03 
11091.75      -6.999073E-02 -.0685527     -41.9111      1.716809E-08  1.01618       50.80899      -1.095613E-03 
11220.18      -6.999076E-02 -.0693465     -41.9111      1.716809E-08  1.01618       50.80899      -1.108299E-03 
11350.11      -6.999079E-02 -.0701495     -41.91111     1.716809E-08  1.01618       50.80899      -1.121132E-03 
11481.54      -6.999082E-02 -7.096179E-02 -41.91111     1.716809E-08  1.01618       50.80899      -1.134113E-03 
11614.49      -6.999085E-02 -7.178349E-02 -41.91111     1.716809E-08  1.01618       50.80899      -1.147245E-03 
11748.98      -6.999089E-02 -.0726147     -41.91112     1.716809E-08  1.01618       50.80899      -1.160529E-03 
11885.02      -6.999092E-02 -7.345554E-02 -41.91112     1.716809E-08  1.01618       50.80899      -1.173967E-03 
12022.64      -6.999095E-02 -7.430612E-02 -41.91113     1.716809E-08  1.01618       50.80899      -1.18756E-03  
12161.86      -6.999099E-02 -7.516654E-02 -41.91113     1.716809E-08  1.01618       50.80899      -1.201311E-03 
12302.69      -6.999101E-02 -7.603692E-02 -41.91113     1.716809E-08  1.01618       50.80899      -1.215221E-03 
12445.15      -6.999105E-02 -7.691739E-02 -41.91114     1.716809E-08  1.01618       50.80899      -1.229292E-03 
12589.25      -6.999108E-02 -7.780805E-02 -41.91114     1.716809E-08  1.01618       50.80899      -1.243526E-03 
12735.03      -6.999112E-02 -7.870903E-02 -41.91114     1.716809E-08  1.01618       50.80899      -1.257924E-03 
12882.5       -6.999116E-02 -7.962044E-02 -41.91115     1.716809E-08  1.01618       50.80899      -1.27249E-03  
13031.67      -6.999119E-02 -.0805424     -41.91116     1.716809E-08  1.01618       50.80899      -1.287224E-03 
13182.57      -6.999122E-02 -8.147503E-02 -41.91116     1.716809E-08  1.01618       50.80899      -1.302128E-03 
13335.21      -6.999126E-02 -8.241846E-02 -41.91116     1.716809E-08  1.01618       50.80899      -1.317206E-03 
13489.63      -.0699913     -8.337283E-02 -41.91117     1.716809E-08  1.01618       50.80899      -1.332458E-03 
13645.83      -6.999134E-02 -8.433824E-02 -41.91117     1.716809E-08  1.01618       50.80898      -1.347886E-03 
13803.84      -6.999137E-02 -8.531483E-02 -41.91118     1.716809E-08  1.01618       50.80898      -1.363493E-03 
13963.68      -6.999141E-02 -8.630273E-02 -41.91118     1.716809E-08  1.01618       50.80898      -1.379281E-03 
14125.38      -6.999145E-02 -8.730207E-02 -41.91119     1.716809E-08  1.01618       50.80898      -1.395251E-03 
14288.94      -6.999148E-02 -8.831298E-02 -41.91119     1.716809E-08  1.01618       50.80898      -1.411407E-03 
14454.4       -6.999153E-02 -.0893356     -41.9112      1.716809E-08  1.01618       50.80898      -1.427749E-03 
14621.77      -6.999157E-02 -9.037005E-02 -41.9112      1.716809E-08  1.01618       50.80898      -1.444281E-03 
14791.08      -.0699916     -9.141649E-02 -41.91121     1.716809E-08  1.01618       50.80898      -1.461004E-03 
14962.36      -6.999165E-02 -9.247504E-02 -41.91121     1.716809E-08  1.01618       50.80898      -1.477921E-03 
15135.61      -6.999169E-02 -9.354585E-02 -41.91122     1.716809E-08  1.01618       50.80898      -1.495033E-03 
15310.88      -6.999173E-02 -9.462906E-02 -41.91122     1.716809E-08  1.01618       50.80898      -1.512344E-03 
15488.17      -6.999177E-02 -9.572481E-02 -41.91123     1.716809E-08  1.01618       50.80898      -1.529855E-03 
15667.51      -6.999181E-02 -9.683326E-02 -41.91123     1.716809E-08  1.01618       50.80898      -1.547569E-03 
15848.93      -6.999186E-02 -9.795453E-02 -41.91124     1.716809E-08  1.01618       50.80898      -1.565488E-03 
16032.45      -.0699919     -.0990888     -41.91124     1.716809E-08  1.01618       50.80898      -1.583615E-03 
16218.1       -6.999195E-02 -.1002362     -41.91125     1.716809E-08  1.01618       50.80898      -1.601951E-03 
16405.9       -6.999199E-02 -.1013969     -41.91125     1.716809E-08  1.01618       50.80898      -.0016205     
16595.87      -6.999204E-02 -.102571      -41.91126     1.716809E-08  1.01618       50.80898      -1.639263E-03 
